cust_id,gender,age,work_yn
C11398,1,25,0
C11399,1,76,0
C11400,1,25,0
C11401,2,45,1
C11402,1,59,1
C11403,1,71,1
C11404,2,77,0
C11405,2,52,1
C11406,2,45,0
C11407,1,60,1
C11408,1,59,1
C11409,2,61,1
C11410,2,27,1
C11411,2,47,0
C11412,2,59,1
C11413,2,69,0
C11414,2,22,0
C11415,2,59,1
C11416,1,54,1
C11417,1,62,1
C11418,2,37,1
C11419,2,79,0
C11420,2,61,1
C11421,2,23,0
C11422,2,42,1
C11423,1,53,1
C11424,1,23,0
C11425,2,64,1
C11426,1,50,1
C11427,2,59,1
C11428,2,68,1
C11429,1,51,1
C11430,1,77,1
C11431,2,45,0
C11432,2,45,0
C11433,1,34,1
C11434,2,37,1
C11435,2,72,0
C11436,1,67,0
C11437,2,24,0
C11438,2,63,1
C11439,2,73,1
C11440,1,26,0
C11441,1,22,0
C11442,1,62,0
C11443,1,66,1
C11444,1,39,1
C11445,1,39,1
C11446,1,59,1
C11447,2,72,1
C11448,1,57,1
C11449,1,50,1
C11450,1,66,0
C11451,2,60,0
C11452,1,40,1
C11453,2,57,1
C11454,2,70,0
C11455,2,55,1
C11456,2,27,0
C11457,2,21,0
C11458,1,33,0
C11459,1,62,1
C11460,1,58,1
C11461,2,24,0
C11462,1,49,1
C11463,2,36,1
C11464,1,54,1
C11465,1,79,0
C11466,2,66,0
C11467,2,25,0
C11468,2,88,1
C11469,2,71,1
C11470,1,24,0
C11471,2,43,1
C11472,1,30,0
C11473,1,71,0
C11474,1,76,0
C11475,2,79,0
C11476,2,38,1
C11477,1,32,1
C11478,1,60,0
C11479,1,82,0
C11480,2,49,1
C11481,2,39,1
C11482,2,61,1
C11483,1,43,1
C11484,1,57,1
C11485,2,59,1
C11486,1,65,0
C11487,1,79,0
C11488,2,57,0
C11489,1,45,1
C11490,1,23,0
C11491,1,37,1
C11492,1,40,1
C11493,1,43,1
C11494,2,65,0
C11495,1,53,1
C11496,1,42,1
C11497,2,35,1
C11498,1,60,1
C11499,2,41,1
C11500,1,33,1
C11501,2,32,1
C11502,1,27,0
C11503,1,47,1
C11504,2,27,0
C11505,1,45,1
C11506,1,57,1
C11507,1,48,1
C11508,2,63,1
C11509,1,32,0
C11510,1,59,1
C11511,2,50,1
C11512,2,80,1
C11513,1,62,1
C11514,1,52,1
C11515,1,43,0
C11516,2,21,0
C11517,1,76,0
C11518,2,44,0
C11519,1,38,1
C11520,1,59,1
C11521,1,41,1
C11522,1,66,0
C11523,1,58,1
C11524,2,40,1
C11525,2,76,0
C11526,2,49,1
C11527,1,49,1
C11528,2,54,1
C11529,2,39,1
C11530,2,35,1
C11531,2,52,1
C11532,2,28,0
C11533,2,64,1
C11534,2,54,1
C11535,2,55,1
C11536,2,34,1
C11537,2,40,1
C11538,1,56,1
C11539,2,30,1
C11540,2,88,0
C11541,1,47,1
C11542,2,32,1
C11543,2,68,1
C11544,2,23,0
C11545,2,53,1
C11546,1,42,1
C11547,1,45,1
C11548,1,31,0
C11549,1,84,1
C11550,2,38,0
C11551,2,43,1
C11552,1,48,1
C11553,1,42,1
C11554,2,52,1
C11555,1,40,1
C11556,1,37,1
C11557,1,54,1
C11558,2,64,0
C11559,1,29,0
C11560,1,58,1
C11561,1,70,1
C11562,1,39,1
C11563,2,36,1
C11564,1,37,1
C11565,1,22,0
C11566,1,72,0
C11567,1,41,1
C11568,1,53,1
C11569,2,34,1
C11570,1,51,1
C11571,1,52,1
C11572,2,51,1
C11573,2,24,0
C11574,2,43,1
C11575,2,70,1
C11576,1,82,0
C11577,1,42,1
C11578,1,32,1
C11579,2,52,1
C11580,1,42,1
C11581,2,73,0
C11582,1,39,1
C11583,1,32,0
C11584,1,53,1
C11585,2,78,1
C11586,1,44,1
C11587,2,46,0
C11588,2,21,0
C11589,2,58,0
C11590,2,57,1
C11591,2,51,1
C11592,1,44,1
C11593,2,30,0
C11594,1,60,1
C11595,1,79,1
C11596,1,51,1
C11597,2,71,0
C11598,2,67,0
C11599,2,38,1
C11600,2,46,1
C11601,2,45,1
C11602,1,31,0
C11603,1,38,1
C11604,1,85,0
C11605,1,44,1
C11606,2,45,0
C11607,1,22,1
C11608,2,50,1
C11609,1,58,1
C11610,2,82,0
C11611,2,54,1
C11612,1,39,1
C11613,2,65,1
C11614,2,45,1
C11615,1,34,1
C11616,2,42,1
C11617,1,54,1
C11618,2,58,0
C11619,2,50,1
C11620,2,38,1
C11621,2,84,0
C11622,1,39,1
C11623,2,51,1
C11624,1,45,1
C11625,1,28,0
C11626,2,55,1
C11627,1,42,1
C11628,2,65,0
C11629,1,27,0
C11630,2,73,0
C11631,2,40,1
C11632,1,46,0
C11633,2,71,1
C11634,2,56,1
C11635,2,29,1
C11636,1,54,1
C11637,1,52,0
C11638,1,69,1
C11639,1,71,0
C11640,2,66,0
C11641,1,41,1
C11642,1,22,0
C11643,1,53,1
C11644,1,42,1
C11645,1,49,1
C11646,2,53,1
C11647,1,71,0
C11648,1,27,0
C11649,1,73,1
C11650,1,65,1
C11651,2,45,1
C11652,1,55,1
C11653,2,55,0
C11654,2,37,1
C11655,1,45,1
C11656,1,46,1
C11657,1,47,1
C11658,1,43,1
C11659,2,40,0
C11660,1,57,1
C11661,1,43,1
C11662,1,59,1
C11663,1,68,1
C11664,1,37,1
C11665,1,26,0
C11666,2,36,1
C11667,2,24,0
C11668,1,47,1
C11669,1,50,1
C11670,2,62,0
C11671,2,88,0
C11672,1,29,0
C11673,2,69,0
C11674,1,60,1
C11675,1,72,1
C11676,1,30,1
C11677,1,57,1
C11678,2,58,1
C11679,2,59,1
C11680,2,63,1
C11681,1,63,1
C11682,2,52,1
C11683,2,49,1
C11684,2,41,1
C11685,1,49,1
C11686,1,25,0
C11687,2,57,0
C11688,2,27,0
C11689,2,25,0
C11690,1,51,1
C11691,1,25,0
C11692,2,56,1
C11693,2,22,0
C11694,2,89,1
C11695,1,54,0
C11696,2,52,0
C11697,2,57,1
C11698,2,22,0
C11699,2,52,0
C11700,1,66,1
C11701,2,74,0
C11702,1,64,0
C11703,2,27,0
C11704,2,55,1
C11705,1,61,1
C11706,1,54,1
C11707,2,21,0
C11708,2,66,0
C11709,1,71,0
C11710,2,75,0
C11711,1,52,0
C11712,2,63,1
C11713,2,51,0
C11714,1,48,1
C11715,1,72,1
C11716,2,20,0
C11717,2,25,0
C11718,1,51,1
C11719,1,49,1
C11720,1,43,1
C11721,1,29,1
C11722,1,62,1
C11723,1,29,0
C11724,2,76,1
C11725,2,55,0
C11726,1,83,1
C11727,2,74,0
C11728,2,69,0
C11729,1,66,0
C11730,2,73,0
C11731,1,67,1
C11732,2,84,1
C11733,2,54,1
C11734,1,55,1
C11735,2,41,1
C11736,2,59,0
C11737,2,49,1
C11738,1,68,1
C11739,1,56,1
C11740,2,54,0
C11741,2,20,0
C11742,1,34,1
C11743,1,49,1
C11744,2,53,1
C11745,2,36,1
C11746,2,86,0
C11747,1,77,0
C11748,1,38,1
C11749,1,55,1
C11750,1,57,1
C11751,1,56,1
C11752,1,51,1
C11753,2,53,1
C11754,2,36,1
C11755,1,52,1
C11756,1,73,0
C11757,2,58,1
C11758,1,63,1
C11759,1,45,1
C11760,2,68,1
C11761,2,60,0
C11762,2,50,1
C11763,1,29,1
C11764,1,43,1
C11765,2,43,1
C11766,1,42,1
C11767,1,27,0
C11768,1,60,1
C11769,2,33,0
C11770,1,89,0
C11771,1,53,1
C11772,1,59,1
C11773,1,59,1
C11774,2,57,1
C11775,1,42,1
C11776,1,34,1
C11777,1,63,1
C11778,1,30,0
C11779,2,52,1
C11780,1,84,1
C11781,1,62,1
C11782,2,57,1
C11783,2,62,1
C11784,1,33,1
C11785,1,46,1
C11786,2,49,1
C11787,1,58,1
C11788,2,77,0
C11789,1,22,0
C11790,1,29,0
C11791,1,28,0
C11792,2,59,0
C11793,1,45,1
C11794,2,76,0
C11795,1,21,0
C11796,1,55,1
C11797,1,26,0
C11798,1,24,1
C11799,1,74,1
C11800,2,57,1
C11801,2,43,0
C11802,1,65,1
C11803,1,20,0
C11804,1,33,0
C11805,2,70,0
C11806,2,28,0
C11807,2,24,0
C11808,1,35,1
C11809,1,80,0
C11810,2,48,1
C11811,1,25,0
C11812,1,27,0
C11813,2,35,0
C11814,2,52,0
C11815,2,22,0
C11816,2,56,0
C11817,2,57,1
C11818,1,68,1
C11819,1,47,0
C11820,2,63,1
C11821,1,79,0
C11822,2,20,0
C11823,2,77,1
C11824,1,60,1
C11825,2,69,0
C11826,1,56,1
C11827,1,35,1
C11828,2,60,1
C11829,1,61,1
C11830,1,62,1
C11831,2,37,1
C11832,2,46,1
C11833,1,25,1
C11834,2,49,1
C11835,1,53,1
C11836,2,81,0
C11837,1,48,1
C11838,1,26,0
C11839,2,50,1
C11840,2,57,1
C11841,1,50,1
C11842,2,34,0
C11843,1,84,1
C11844,2,38,1
C11845,1,77,1
C11846,2,30,0
C11847,2,35,1
C11848,1,41,1
C11849,2,79,0
C11850,1,27,0
C11851,1,39,1
C11852,2,31,0
C11853,2,30,1
C11854,1,57,1
C11855,1,25,0
C11856,2,54,1
C11857,2,52,0
C11858,1,44,1
C11859,1,53,0
C11860,2,42,0
C11861,2,44,1
C11862,1,61,1
C11863,2,68,0
C11864,2,36,1
C11865,1,52,1
C11866,1,49,1
C11867,2,73,1
C11868,1,60,1
C11869,1,71,1
C11870,1,42,1
C11871,1,36,1
C11872,2,51,1
C11873,2,63,1
C11874,2,20,0
C11875,2,61,1
C11876,1,47,1
C11877,2,60,0
C11878,1,75,0
C11879,2,51,1
C11880,2,28,0
C11881,2,63,1
C11882,2,67,1
C11883,2,51,1
C11884,2,88,1
C11885,2,51,1
C11886,1,77,1
C11887,1,29,1
C11888,1,59,1
C11889,1,52,1
C11890,1,57,1
C11891,2,24,0
C11892,1,31,0
C11893,1,47,1
C11894,1,36,1
C11895,2,44,1
C11896,2,47,1
C11897,1,64,1
C11898,1,84,0
C11899,1,60,1
C11900,1,35,1
C11901,1,59,1
C11902,2,50,1
C11903,1,39,1
C11904,2,32,0
C11905,2,63,1
C11906,2,67,0
C11907,1,27,0
C11908,2,31,0
C11909,1,70,0
C11910,2,37,1
C11911,1,40,0
C11912,2,79,0
C11913,2,63,1
C11914,1,53,1
C11915,1,41,1
C11916,2,52,1
C11917,2,34,1
C11918,2,53,1
C11919,1,26,0
C11920,1,35,1
C11921,1,32,1
C11922,2,39,1
C11923,1,88,1
C11924,2,76,0
C11925,2,42,1
C11926,1,48,1
C11927,2,39,1
C11928,2,47,1
C11929,1,55,1
C11930,1,52,1
C11931,1,71,0
C11932,2,53,0
C11933,1,57,1
C11934,1,77,0
C11935,2,43,1
C11936,2,56,1
C11937,2,22,0
C11938,1,64,1
C11939,2,35,0
C11940,2,48,1
C11941,2,36,1
C11942,2,66,1
C11943,2,23,0
C11944,2,83,0
C11945,1,41,1
C11946,1,34,1
C11947,2,79,0
C11948,1,46,1
C11949,2,59,1
C11950,1,47,1
C11951,1,68,1
C11952,1,48,1
C11953,2,62,1
C11954,1,55,0
C11955,1,65,0
C11956,1,40,1
C11957,1,25,0
C11958,1,80,0
C11959,2,27,0
C11960,2,73,0
C11961,2,78,0
C11962,2,37,1
C11963,2,28,0
C11964,2,82,0
C11965,1,44,1
C11966,2,69,0
C11967,2,53,0
C11968,1,20,0
C11969,2,43,1
C11970,1,49,1
C11971,1,54,1
C11972,1,80,0
C11973,2,79,1
C11974,2,22,0
C11975,2,47,0
C11976,1,52,1
C11977,1,48,1
C11978,2,39,1
C11979,1,27,0
C11980,1,29,0
C11981,2,23,0
C11982,2,31,1
C11983,1,26,0
C11984,2,59,1
C11985,1,88,0
C11986,2,30,0
C11987,1,38,1
C11988,1,35,1
C11989,1,28,0
C11990,1,40,1
C11991,2,30,0
C11992,2,47,1
C11993,2,58,1
C11994,2,22,0
C11995,2,45,0
C11996,2,46,1
C11997,1,65,1
C11998,2,46,1
C11999,2,31,1
C12000,1,50,1
C12001,2,32,0
C12002,1,28,0
C12003,2,54,1
C12004,1,85,0
C12005,1,25,0
C12006,2,52,1
C12007,1,47,1
C12008,2,45,1
C12009,1,64,1
C12010,2,42,1
C12011,2,45,1
C12012,2,43,0
C12013,2,57,0
C12014,2,64,1
C12015,2,29,0
C12016,2,35,1
C12017,2,49,1
C12018,2,49,1
C12019,1,69,0
C12020,1,42,1
C12021,2,27,1
C12022,1,20,0
C12023,2,60,0
C12024,1,75,1
C12025,2,54,1
C12026,2,46,0
C12027,1,27,0
C12028,2,29,0
C12029,2,23,0
C12030,2,49,1
C12031,1,39,1
C12032,2,27,0
C12033,1,32,0
C12034,2,36,0
C12035,2,39,1
C12036,2,69,0
C12037,2,60,0
C12038,2,20,0
C12039,2,51,1
C12040,2,24,0
C12041,2,81,1
C12042,1,54,1
C12043,1,45,1
C12044,1,30,0
C12045,2,44,1
C12046,2,20,0
C12047,1,61,1
C12048,1,54,1
C12049,2,79,0
C12050,2,51,1
C12051,2,71,0
C12052,1,31,1
C12053,1,35,1
C12054,1,62,1
C12055,1,50,0
C12056,1,73,1
C12057,2,59,1
C12058,1,69,1
C12059,1,72,0
C12060,2,20,0
C12061,1,28,0
C12062,2,49,1
C12063,2,52,1
C12064,1,25,0
C12065,2,54,1
C12066,2,26,0
C12067,2,40,0
C12068,1,28,0
C12069,1,66,1
C12070,2,78,0
C12071,2,59,1
C12072,2,45,1
C12073,1,27,0
C12074,1,55,1
C12075,2,54,0
C12076,2,56,1
C12077,2,41,0
C12078,2,64,1
C12079,2,89,0
C12080,1,45,1
C12081,2,54,0
C12082,2,38,1
C12083,2,68,0
C12084,2,58,0
C12085,2,35,1
C12086,2,43,1
C12087,1,54,1
C12088,1,66,1
C12089,2,63,0
C12090,1,29,0
C12091,1,33,0
C12092,1,49,1
C12093,2,47,1
C12094,1,50,1
C12095,1,41,1
C12096,2,54,0
C12097,1,41,1
C12098,1,70,0
C12099,2,63,1
C12100,1,26,0
C12101,2,35,0
C12102,1,31,0
C12103,2,55,0
C12104,2,49,1
C12105,1,29,0
C12106,2,47,1
C12107,2,28,1
C12108,2,30,1
C12109,2,37,1
C12110,1,28,0
C12111,1,68,1
C12112,1,31,0
C12113,2,59,1
C12114,1,67,0
C12115,2,38,1
C12116,2,51,0
C12117,1,50,1
C12118,2,58,0
C12119,2,54,0
C12120,1,33,1
C12121,2,73,1
C12122,1,53,1
C12123,2,55,1
C12124,1,53,1
C12125,2,45,1
C12126,2,42,0
C12127,2,45,0
C12128,1,49,1
C12129,2,35,1
C12130,1,80,0
C12131,1,57,1
C12132,2,49,0
C12133,2,38,1
C12134,1,54,0
C12135,1,79,1
C12136,2,61,1
C12137,1,56,1
C12138,1,31,1
C12139,1,47,1
C12140,2,64,0
C12141,2,31,1
C12142,1,54,0
C12143,1,61,1
C12144,1,54,1
C12145,1,47,1
C12146,1,59,1
C12147,2,52,1
C12148,2,47,0
C12149,1,35,1
C12150,1,48,1
C12151,1,35,1
C12152,1,53,1
C12153,1,37,1
C12154,2,25,0
C12155,2,77,0
C12156,1,68,1
C12157,2,67,0
C12158,1,21,0
C12159,1,51,1
C12160,2,39,1
C12161,2,89,1
C12162,1,42,1
C12163,2,44,1
C12164,2,64,0
C12165,2,43,1
C12166,1,84,1
C12167,1,34,1
C12168,1,53,1
C12169,2,30,0
C12170,1,23,0
C12171,2,50,1
C12172,2,47,1
C12173,2,43,1
C12174,1,50,1
C12175,2,62,1
C12176,2,43,1
C12177,1,48,1
C12178,1,53,1
C12179,1,69,1
C12180,1,35,1
C12181,2,67,1
C12182,2,85,1
C12183,2,31,0
C12184,1,30,0
C12185,1,62,1
C12186,2,29,0
C12187,1,29,0
C12188,1,58,1
C12189,2,46,1
C12190,2,36,1
C12191,2,33,0
C12192,2,56,1
C12193,2,41,1
C12194,1,21,0
C12195,2,39,1
C12196,2,31,0
C12197,1,42,1
C12198,2,59,1
C12199,2,54,1
C12200,1,33,0
C12201,1,43,1
C12202,1,20,0
C12203,1,59,1
C12204,1,22,0
C12205,2,49,1
C12206,2,36,1
C12207,2,63,0
C12208,1,37,1
C12209,2,45,1
C12210,1,47,1
C12211,2,23,0
C12212,1,40,1
C12213,2,58,1
C12214,1,54,1
C12215,1,52,1
C12216,1,46,1
C12217,2,57,0
C12218,2,28,0
C12219,2,67,0
C12220,1,37,1
C12221,2,88,1
C12222,1,23,0
C12223,1,70,1
C12224,1,64,1
C12225,1,43,1
C12226,1,33,1
C12227,1,64,1
C12228,1,34,1
C12229,1,46,0
C12230,2,40,1
C12231,2,42,1
C12232,2,56,1
C12233,2,41,1
C12234,1,41,1
C12235,2,44,1
C12236,1,43,1
C12237,2,42,1
C12238,2,79,0
C12239,2,56,1
C12240,1,50,1
C12241,2,41,1
C12242,1,41,1
C12243,1,80,1
C12244,1,28,0
C12245,1,79,0
C12246,1,63,1
C12247,1,67,1
C12248,1,42,1
C12249,2,30,0
C12250,2,45,1
C12251,2,56,1
C12252,2,52,1
C12253,1,20,0
C12254,2,52,1
C12255,1,54,1
C12256,1,73,1
C12257,2,48,1
C12258,2,81,0
C12259,2,37,1
C12260,2,73,0
C12261,2,56,1
C12262,1,52,1
C12263,2,34,0
C12264,1,49,1
C12265,2,61,1
C12266,1,38,1
C12267,1,61,1
C12268,1,52,1
C12269,2,47,1
C12270,2,83,0
C12271,1,29,0
C12272,2,57,0
C12273,1,60,1
C12274,2,56,1
C12275,2,40,1
C12276,2,69,1
C12277,1,41,1
C12278,1,45,1
C12279,2,26,0
C12280,1,42,1
C12281,2,53,1
C12282,1,25,0
C12283,1,42,1
C12284,2,46,0
C12285,1,72,0
C12286,2,71,1
C12287,2,63,1
C12288,2,23,0
C12289,2,54,0
C12290,2,42,1
C12291,2,40,1
C12292,1,82,0
C12293,2,83,0
C12294,2,38,1
C12295,2,32,0
C12296,2,81,0
C12297,2,64,1
C12298,2,58,1
C12299,1,36,1
C12300,2,74,1
C12301,2,38,1
C12302,1,38,0
C12303,1,62,1
C12304,2,66,0
C12305,1,67,1
C12306,1,49,1
C12307,1,52,1
C12308,1,39,0
C12309,2,60,1
C12310,2,63,1
C12311,1,57,1
C12312,2,61,1
C12313,1,45,1
C12314,1,21,0
C12315,2,48,1
C12316,1,25,0
C12317,2,76,0
C12318,1,63,1
C12319,2,69,0
C12320,1,54,1
C12321,1,38,1
C12322,1,35,1
C12323,1,36,1
C12324,1,35,1
C12325,2,37,1
C12326,1,39,1
C12327,1,45,0
C12328,1,41,1
C12329,1,34,1
C12330,2,41,0
C12331,1,34,1
C12332,1,36,1
C12333,1,54,1
C12334,2,47,1
C12335,1,42,1
C12336,1,25,0
C12337,2,79,0
C12338,1,27,0
C12339,1,59,1
C12340,1,34,1
C12341,2,81,1
C12342,2,69,1
C12343,1,20,0
C12344,1,47,1
C12345,1,45,1
C12346,1,34,1
C12347,2,63,1
C12348,2,31,0
C12349,2,21,0
C12350,1,67,1
C12351,2,55,1
C12352,2,60,1
C12353,2,34,1
C12354,1,65,1
C12355,1,51,0
C12356,1,48,1
C12357,1,41,0
C12358,2,39,1
C12359,1,22,0
C12360,2,38,0
C12361,2,42,1
C12362,2,33,1
C12363,1,44,1
C12364,1,58,1
C12365,2,59,1
C12366,1,73,1
C12367,1,40,1
C12368,2,57,1
C12369,2,33,0
C12370,1,20,0
C12371,1,48,1
C12372,1,53,0
C12373,1,66,1
C12374,2,62,0
C12375,2,29,0
C12376,1,48,1
C12377,2,53,1
C12378,1,48,1
C12379,2,75,0
C12380,2,64,0
C12381,2,42,0
C12382,1,42,1
C12383,1,53,1
C12384,1,25,0
C12385,1,37,1
C12386,2,37,0
C12387,2,28,0
C12388,1,27,0
C12389,1,62,1
C12390,2,27,1
C12391,2,23,0
C12392,1,23,0
C12393,1,58,1
C12394,2,59,0
C12395,2,27,1
C12396,1,48,1
C12397,1,44,1
C12398,1,52,0
C12399,1,36,1
C12400,1,28,0
C12401,1,52,1
C12402,1,72,0
C12403,1,22,0
C12404,2,47,0
C12405,1,49,1
C12406,2,23,0
C12407,1,53,1
C12408,1,38,1
C12409,2,40,1
C12410,1,51,1
C12411,2,55,1
C12412,2,43,1
C12413,2,64,0
C12414,2,43,1
C12415,1,54,1
C12416,2,46,1
C12417,1,29,1
C12418,1,66,0
C12419,1,34,1
C12420,2,37,0
C12421,1,60,1
C12422,1,63,1
C12423,1,43,0
C12424,1,36,1
C12425,1,52,1
C12426,2,35,0
C12427,2,48,1
C12428,1,65,1
C12429,1,45,1
C12430,2,44,1
C12431,2,23,0
C12432,1,30,0
C12433,2,61,0
C12434,2,41,0
C12435,1,28,0
C12436,2,46,0
C12437,1,34,1
C12438,1,42,1
C12439,2,63,0
C12440,1,62,1
C12441,1,43,1
C12442,1,65,0
C12443,2,59,0
C12444,2,43,1
C12445,1,62,1
C12446,2,47,1
C12447,2,84,1
C12448,2,79,0
C12449,1,46,1
C12450,2,56,1
C12451,1,34,1
C12452,1,55,1
C12453,2,39,1
C12454,1,52,1
C12455,2,38,1
C12456,1,61,1
C12457,2,22,0
C12458,2,55,1
C12459,2,47,1
C12460,2,20,0
C12461,2,56,1
C12462,2,33,0
C12463,2,28,0
C12464,2,60,1
C12465,1,39,1
C12466,1,71,0
C12467,1,62,0
C12468,1,57,1
C12469,1,52,1
C12470,2,85,0
C12471,2,65,1
C12472,2,56,0
C12473,1,53,1
C12474,1,23,0
C12475,2,36,1
C12476,1,76,1
C12477,1,58,1
C12478,1,46,1
C12479,1,38,1
C12480,2,29,0
C12481,1,33,1
C12482,1,61,1
C12483,1,88,1
C12484,1,37,1
C12485,2,77,1
C12486,2,22,0
C12487,1,55,1
C12488,1,25,0
C12489,2,49,0
C12490,2,31,0
C12491,2,22,0
C12492,2,54,1
C12493,1,53,1
C12494,1,20,0
C12495,2,51,1
C12496,1,30,0
C12497,2,51,1
C12498,1,29,0
C12499,1,62,1
C12500,2,80,1
C12501,2,61,1
C12502,1,71,1
C12503,2,57,1
C12504,2,73,1
C12505,1,27,0
C12506,2,48,1
C12507,2,39,1
C12508,2,25,0
C12509,1,35,1
C12510,1,26,0
C12511,2,69,1
C12512,1,73,1
C12513,1,31,1
C12514,1,25,0
C12515,2,66,1
C12516,1,58,1
C12517,1,35,1
C12518,2,21,0
C12519,2,46,1
C12520,2,59,1
C12521,2,74,0
C12522,1,29,0
C12523,2,30,0
C12524,2,56,0
C12525,1,66,0
C12526,2,59,1
C12527,2,26,0
C12528,1,35,1
C12529,1,49,1
C12530,1,76,1
C12531,2,69,0
C12532,1,45,0
C12533,1,27,0
C12534,1,42,1
C12535,2,60,1
C12536,2,45,0
C12537,2,37,1
C12538,1,51,1
C12539,1,38,1
C12540,1,24,0
C12541,1,41,0
C12542,2,71,1
C12543,1,66,0
C12544,1,44,1
C12545,2,27,0
C12546,2,33,0
C12547,1,36,1
C12548,2,43,1
C12549,2,68,1
C12550,2,71,0
C12551,2,26,0
C12552,1,55,1
C12553,2,39,1
C12554,2,66,1
C12555,2,52,0
C12556,2,45,1
C12557,1,50,1
C12558,1,39,0
C12559,2,77,1
C12560,1,71,0
C12561,1,67,0
C12562,2,48,1
C12563,2,47,1
C12564,2,63,1
C12565,1,38,1
C12566,2,20,0
C12567,1,46,1
C12568,1,69,1
C12569,1,53,1
C12570,1,47,1
C12571,2,31,1
C12572,1,41,1
C12573,2,33,0
C12574,1,35,1
C12575,2,26,0
C12576,2,20,1
C12577,1,21,0
C12578,1,21,0
C12579,2,46,1
C12580,2,57,0
C12581,2,21,0
C12582,1,40,1
C12583,2,54,1
C12584,1,32,0
C12585,2,78,1
C12586,2,22,0
C12587,2,75,1
C12588,2,64,1
C12589,2,34,1
C12590,2,74,0
C12591,1,82,0
C12592,2,44,1
C12593,1,27,0
C12594,2,48,0
C12595,1,51,1
C12596,1,36,1
C12597,2,27,0
C12598,2,24,0
C12599,2,45,0
C12600,1,21,0
C12601,1,74,1
C12602,2,30,0
C12603,1,62,1
C12604,2,64,0
C12605,1,44,1
C12606,1,50,1
C12607,2,59,0
C12608,1,52,1
C12609,1,42,1
C12610,2,29,0
C12611,2,57,1
C12612,2,37,1
C12613,1,51,1
C12614,2,47,0
C12615,1,32,1
C12616,2,53,1
C12617,2,56,1
C12618,1,32,1
C12619,2,58,1
C12620,1,35,1
C12621,2,66,1
C12622,2,67,0
C12623,1,37,1
C12624,1,42,1
C12625,1,50,1
C12626,2,22,0
C12627,1,52,1
C12628,2,27,0
C12629,2,57,0
C12630,2,72,0
C12631,2,26,0
C12632,1,37,1
C12633,2,60,1
C12634,1,58,1
C12635,2,61,1
C12636,1,44,1
C12637,1,51,1
C12638,2,38,0
C12639,2,36,1
C12640,2,27,0
C12641,2,31,0
C12642,2,49,1
C12643,2,41,1
C12644,1,43,1
C12645,2,35,1
C12646,1,28,0
C12647,1,72,1
C12648,2,49,0
C12649,2,47,1
C12650,2,52,1
C12651,2,69,1
C12652,1,41,0
C12653,1,57,1
C12654,2,22,0
C12655,1,59,1
C12656,2,21,0
C12657,1,40,1
C12658,2,65,1
C12659,2,25,0
C12660,2,25,0
C12661,1,29,0
C12662,1,20,0
C12663,2,73,1
C12664,2,30,0
C12665,2,79,0
C12666,1,65,1
C12667,2,37,1
C12668,1,30,0
C12669,1,47,1
C12670,1,57,0
C12671,1,47,1
C12672,2,29,1
C12673,1,45,1
C12674,2,67,0
C12675,1,67,1
C12676,2,26,0
C12677,1,60,1
C12678,1,28,0
C12679,2,58,1
C12680,2,39,1
C12681,2,50,1
C12682,1,32,1
C12683,2,60,1
C12684,1,43,1
C12685,1,65,0
C12686,1,26,0
C12687,1,65,1
C12688,1,66,0
C12689,2,33,0
C12690,1,73,1
C12691,1,56,0
C12692,2,50,1
C12693,1,59,1
C12694,2,53,0
C12695,2,72,0
C12696,1,50,1
C12697,1,49,0
C12698,1,30,0
C12699,2,41,1
C12700,2,61,1
C12701,2,59,1
C12702,1,72,1
C12703,2,36,0
C12704,1,78,1
C12705,1,47,1
C12706,2,60,1
C12707,2,46,1
C12708,1,71,0
C12709,2,21,0
C12710,1,56,1
C12711,1,51,1
C12712,2,44,1
C12713,1,43,1
C12714,1,67,0
C12715,2,39,1
C12716,1,47,0
C12717,2,71,0
C12718,2,38,0
C12719,2,59,1
C12720,1,45,1
C12721,1,38,1
C12722,2,49,0
C12723,1,47,0
C12724,1,56,1
C12725,2,31,0
C12726,1,67,0
C12727,2,48,1
C12728,2,56,0
C12729,2,20,0
C12730,1,34,1
C12731,1,46,1
C12732,1,53,1
C12733,1,40,1
C12734,1,33,0
C12735,1,80,0
C12736,2,59,0
C12737,2,45,0
C12738,2,28,0
C12739,1,34,1
C12740,1,51,1
C12741,2,46,1
C12742,2,66,0
C12743,2,41,0
C12744,1,64,1
C12745,2,83,0
C12746,2,33,1
C12747,2,30,0
C12748,2,35,1
C12749,2,53,1
C12750,2,37,1
C12751,2,56,1
C12752,1,41,1
C12753,1,58,1
C12754,1,69,1
C12755,2,43,1
C12756,1,79,1
C12757,2,48,0
C12758,1,62,0
C12759,2,36,1
C12760,2,22,0
C12761,1,21,0
C12762,2,80,1
C12763,1,47,1
C12764,2,69,0
C12765,1,43,1
C12766,2,30,0
C12767,2,35,1
C12768,2,62,0
C12769,2,67,1
C12770,2,56,0
C12771,1,56,1
C12772,1,26,0
C12773,2,34,1
C12774,2,36,1
C12775,2,35,1
C12776,2,39,1
C12777,1,58,1
C12778,2,70,0
C12779,1,48,1
C12780,1,48,1
C12781,1,53,1
C12782,2,48,1
C12783,2,63,0
C12784,2,39,1
C12785,2,67,0
C12786,1,55,1
C12787,2,22,0
C12788,2,41,0
C12789,1,32,0
C12790,2,59,1
C12791,2,39,1
C12792,1,59,1
C12793,1,34,1
C12794,2,55,1
C12795,2,43,1
